OG0000024	wa7733.asm1v1.ann1.run1_008892_1, wa7733.asm1v1.ann1.run1_008891_1, wa7733.asm1v1.ann1.run1_008890_1, wa7733.asm1v1.ann1.run1_008889_1, wa7733.asm1v1.ann1.run1_015106_1, wa7733.asm1v1.ann1.run1_008893_1, wa7733.asm1v1.ann1.run1_015201_1, wa7733.asm1v1.ann1.run1_007880_1, wa7733.asm1v1.ann1.run1_007881_1	Sp08g00009
OG0000026	wa7733.asm1v1.ann1.run1_006159_1	Sp19g00300
OG0000026	wa7733.asm1v1.ann1.run1_010524_1	Sp13g00411
OG0000026	wa7733.asm1v1.ann1.run1_012889_1	Sp11g00163, Sp18g00231
OG0000026	wa7733.asm1v1.ann1.run1_008173_1	Sp12g00765
OG0000027	wa7733.asm1v1.ann1.run1_001926_1	Sp14g00364
OG0000027	wa7733.asm1v1.ann1.run1_003144_1	Sp11g00752
OG0000027	wa7733.asm1v1.ann1.run1_003904_1	Sp07g00441, Sp16g00079, Sp19g00103, Sp10g00313
OG0000028	wa7733.asm1v1.ann1.run1_013606_1	Sp07g00938
OG0000028	wa7733.asm1v1.ann1.run1_003598_1, wa7733.asm1v1.ann1.run1_010362_2, wa7733.asm1v1.ann1.run1_010362_1, wa7733.asm1v1.ann1.run1_009987_2, wa7733.asm1v1.ann1.run1_009987_1	Sp17g00289
OG0000029	wa7733.asm1v1.ann1.run1_006857_1, wa7733.asm1v1.ann1.run1_006395_1, wa7733.asm1v1.ann1.run1_002934_1, wa7733.asm1v1.ann1.run1_013396_1, wa7733.asm1v1.ann1.run1_000596_1, wa7733.asm1v1.ann1.run1_010101_1, wa7733.asm1v1.ann1.run1_009708_1, wa7733.asm1v1.ann1.run1_009664_1, wa7733.asm1v1.ann1.run1_004722_1, wa7733.asm1v1.ann1.run1_014495_1, wa7733.asm1v1.ann1.run1_005223_1, wa7733.asm1v1.ann1.run1_001210_1, wa7733.asm1v1.ann1.run1_006576_1, wa7733.asm1v1.ann1.run1_015200_1, wa7733.asm1v1.ann1.run1_005303_1, wa7733.asm1v1.ann1.run1_012942_1, wa7733.asm1v1.ann1.run1_004722_2, wa7733.asm1v1.ann1.run1_001237_1, wa7733.asm1v1.ann1.run1_004391_1, wa7733.asm1v1.ann1.run1_008885_1, wa7733.asm1v1.ann1.run1_007832_1	Sp18g00519
OG0000030	wa7733.asm1v1.ann1.run1_012923_1	Sp02g00156
OG0000030	wa7733.asm1v1.ann1.run1_011342_1	Sp08g01087, Sp03g01311
OG0000030	wa7733.asm1v1.ann1.run1_010275_1	Sp04g00298
OG0000030	wa7733.asm1v1.ann1.run1_012789_1	Sp12g00579, Sp15g00178
OG0000031	wa7733.asm1v1.ann1.run1_007465_1	Sp03g01283
OG0000031	wa7733.asm1v1.ann1.run1_012407_1	Sp08g01067
OG0000031	wa7733.asm1v1.ann1.run1_000001_1	Sp07g01101
OG0000031	wa7733.asm1v1.ann1.run1_000806_1	Sp18g00114
OG0000031	wa7733.asm1v1.ann1.run1_010604_1	Sp02g00201
OG0000032	wa7733.asm1v1.ann1.run1_007544_1	Sp18g00276
OG0000032	wa7733.asm1v1.ann1.run1_001516_1	Sp13g00098, Sp13g00099
OG0000032	wa7733.asm1v1.ann1.run1_013641_1	Sp02g01052
OG0000032	wa7733.asm1v1.ann1.run1_001573_1	Sp01g01000
OG0000032	wa7733.asm1v1.ann1.run1_001842_1, wa7733.asm1v1.ann1.run1_001842_2	Sp09g00270
OG0000033	wa7733.asm1v1.ann1.run1_010473_1	Sp03g00591
OG0000033	wa7733.asm1v1.ann1.run1_008863_1	Sp03g00193
OG0000033	wa7733.asm1v1.ann1.run1_000674_1	Sp04g00376
OG0000033	wa7733.asm1v1.ann1.run1_007124_1, wa7733.asm1v1.ann1.run1_009501_1	Sp20g00337, Sp13g00030
OG0000034	wa7733.asm1v1.ann1.run1_008815_1, wa7733.asm1v1.ann1.run1_008817_1, wa7733.asm1v1.ann1.run1_008822_1, wa7733.asm1v1.ann1.run1_008819_1, wa7733.asm1v1.ann1.run1_013567_1, wa7733.asm1v1.ann1.run1_006597_1, wa7733.asm1v1.ann1.run1_005522_1, wa7733.asm1v1.ann1.run1_006596_1, wa7733.asm1v1.ann1.run1_008821_1	Sp15g00063
OG0000035	wa7733.asm1v1.ann1.run1_012749_1	Sp05g00988
OG0000035	wa7733.asm1v1.ann1.run1_010791_1, wa7733.asm1v1.ann1.run1_014500_1	Sp10g00275, Sp13g00990, Sp12g00779, Sp11g00881, Sp11g00883, Sp11g00882, Sp10g00276, Sp12g00778
OG0000036	wa7733.asm1v1.ann1.run1_003972_1	Sp18g00637
OG0000036	wa7733.asm1v1.ann1.run1_001863_1, wa7733.asm1v1.ann1.run1_004960_1, wa7733.asm1v1.ann1.run1_008776_1	Sp01g01661
OG0000036	wa7733.asm1v1.ann1.run1_003143_1	Sp13g00640, Sp19g00100
OG0000037	wa7733.asm1v1.ann1.run1_004486_1	Sp13g00546
OG0000037	wa7733.asm1v1.ann1.run1_004488_1	Sp13g00547
OG0000037	wa7733.asm1v1.ann1.run1_002673_1	Sp08g00849, Sp09g00373, Sp08g00846, Sp13g00549
OG0000038	wa7733.asm1v1.ann1.run1_012492_1	Sp16g00116
OG0000038	wa7733.asm1v1.ann1.run1_000551_1	Sp04g00160
OG0000038	wa7733.asm1v1.ann1.run1_003518_1	Sp01g00032
OG0000038	wa7733.asm1v1.ann1.run1_001917_1	Sp03g00958
OG0000038	wa7733.asm1v1.ann1.run1_000303_1	Sp11g00357
OG0000039	wa7733.asm1v1.ann1.run1_003586_1, wa7733.asm1v1.ann1.run1_010786_1, wa7733.asm1v1.ann1.run1_003569_1, wa7733.asm1v1.ann1.run1_014865_1	Sp16g00159
OG0000041	wa7733.asm1v1.ann1.run1_003044_1	Sp10g00262
OG0000041	wa7733.asm1v1.ann1.run1_009052_1	Sp01g00888
OG0000041	wa7733.asm1v1.ann1.run1_004916_1, wa7733.asm1v1.ann1.run1_001273_1	Sp09g00760, Sp01g01540
OG0000042	wa7733.asm1v1.ann1.run1_007655_1	Sp14g00693
OG0000042	wa7733.asm1v1.ann1.run1_006267_1	Sp05g00376, Sp08g00501
OG0000042	wa7733.asm1v1.ann1.run1_007282_1	Sp09g00616
OG0000042	wa7733.asm1v1.ann1.run1_003366_1	Sp04g01424
OG0000043	wa7733.asm1v1.ann1.run1_011531_1	Sp12g00052
OG0000043	wa7733.asm1v1.ann1.run1_011858_2, wa7733.asm1v1.ann1.run1_011858_1, wa7733.asm1v1.ann1.run1_013789_1	Sp11g00111, Sp20g00555
OG0000043	wa7733.asm1v1.ann1.run1_011532_1, wa7733.asm1v1.ann1.run1_013788_1	Sp09g00650
OG0000044	wa7733.asm1v1.ann1.run1_008569_1	Sp10g00370
OG0000044	wa7733.asm1v1.ann1.run1_004137_1, wa7733.asm1v1.ann1.run1_004135_1, wa7733.asm1v1.ann1.run1_004136_1, wa7733.asm1v1.ann1.run1_011632_1	Sp09g01083
OG0000044	wa7733.asm1v1.ann1.run1_002467_1	Sp10g00199
OG0000044	wa7733.asm1v1.ann1.run1_005716_1	Sp12g00420, Sp12g00419, Sp15g00240
OG0000045	wa7733.asm1v1.ann1.run1_014174_1, wa7733.asm1v1.ann1.run1_014609_1, wa7733.asm1v1.ann1.run1_014709_1	Sp14g00665, Sp14g00663
OG0000046	wa7733.asm1v1.ann1.run1_000201_1, wa7733.asm1v1.ann1.run1_000205_1	Sp11g00465, Sp11g00456, Sp11g00452, Sp11g00470, Sp11g00459, Sp15g00181, Sp11g00450, Sp11g00460, Sp11g00451, Sp11g00458, Sp11g00469, Sp11g00468, Sp15g00179, Sp11g00466, Sp11g00453, Sp11g00464
OG0000047	wa7733.asm1v1.ann1.run1_004889_1, wa7733.asm1v1.ann1.run1_001058_1	Sp02g00618
OG0000047	wa7733.asm1v1.ann1.run1_007871_1, wa7733.asm1v1.ann1.run1_012404_1	Sp11g00905
OG0000048	wa7733.asm1v1.ann1.run1_009683_1	Sp08g01132
OG0000048	wa7733.asm1v1.ann1.run1_015104_1	Sp13g01005
OG0000049	wa7733.asm1v1.ann1.run1_005049_1	Sp07g00287
OG0000049	wa7733.asm1v1.ann1.run1_013458_1, wa7733.asm1v1.ann1.run1_005048_1	Sp08g00828, Sp07g00288, Sp07g00845, Sp07g00317, Sp07g00285
OG0000050	wa7733.asm1v1.ann1.run1_006342_1	Sp10g01099
OG0000050	wa7733.asm1v1.ann1.run1_008273_1	Sp20g00239
OG0000050	wa7733.asm1v1.ann1.run1_009634_1	Sp14g00027
OG0000050	wa7733.asm1v1.ann1.run1_007664_1	Sp02g00050
OG0000051	wa7733.asm1v1.ann1.run1_012788_1	Sp15g00157
OG0000051	wa7733.asm1v1.ann1.run1_013078_1	Sp11g00271
OG0000051	wa7733.asm1v1.ann1.run1_009561_1	Sp10g00791
OG0000051	wa7733.asm1v1.ann1.run1_011922_1	Sp11g00148, Sp10g00789, Sp20g00545
OG0000052	wa7733.asm1v1.ann1.run1_008200_1, wa7733.asm1v1.ann1.run1_010885_1, wa7733.asm1v1.ann1.run1_012671_1	Sp05g00869, Sp05g00870
OG0000052	wa7733.asm1v1.ann1.run1_012672_1	Sp05g00818
OG0000053	wa7733.asm1v1.ann1.run1_014537_1, wa7733.asm1v1.ann1.run1_014536_1, wa7733.asm1v1.ann1.run1_006915_1, wa7733.asm1v1.ann1.run1_015048_1, wa7733.asm1v1.ann1.run1_006914_1, wa7733.asm1v1.ann1.run1_015041_1, wa7733.asm1v1.ann1.run1_015047_1, wa7733.asm1v1.ann1.run1_006916_1, wa7733.asm1v1.ann1.run1_006917_1, wa7733.asm1v1.ann1.run1_014538_1, wa7733.asm1v1.ann1.run1_009429_1, wa7733.asm1v1.ann1.run1_009430_1	Sp02g01227, Sp02g01209, Sp02g01226, Sp02g01217, Sp02g01210
OG0000054	wa7733.asm1v1.ann1.run1_014426_1, wa7733.asm1v1.ann1.run1_010558_1	Sp07g00178
OG0000054	wa7733.asm1v1.ann1.run1_010559_1	Sp07g00176, Sp07g00174
OG0000055	wa7733.asm1v1.ann1.run1_007639_1	Sp14g00706
OG0000055	wa7733.asm1v1.ann1.run1_003941_1	Sp18g00701
OG0000055	wa7733.asm1v1.ann1.run1_011480_1	Sp07g00590
OG0000055	wa7733.asm1v1.ann1.run1_002822_1	Sp14g00630
OG0000056	wa7733.asm1v1.ann1.run1_013801_1	Sp05g00705
OG0000056	wa7733.asm1v1.ann1.run1_006200_1, wa7733.asm1v1.ann1.run1_006190_1, wa7733.asm1v1.ann1.run1_014815_1, wa7733.asm1v1.ann1.run1_006206_1	Sp16g00578
OG0000057	wa7733.asm1v1.ann1.run1_006449_1, wa7733.asm1v1.ann1.run1_006451_1, wa7733.asm1v1.ann1.run1_006448_1, wa7733.asm1v1.ann1.run1_006453_1	Sp10g00505
OG0000057	wa7733.asm1v1.ann1.run1_004395_1, wa7733.asm1v1.ann1.run1_004394_1, wa7733.asm1v1.ann1.run1_007198_1	Sp12g00576, Sp04g01473
OG0000058	wa7733.asm1v1.ann1.run1_014002_1, wa7733.asm1v1.ann1.run1_007907_1	Sp06g00375
OG0000058	wa7733.asm1v1.ann1.run1_004635_1	Sp09g00561
OG0000058	wa7733.asm1v1.ann1.run1_010081_1	Sp16g00690
OG0000058	wa7733.asm1v1.ann1.run1_013202_1, wa7733.asm1v1.ann1.run1_005502_1, wa7733.asm1v1.ann1.run1_014610_1	Sp01g00763
OG0000059	wa7733.asm1v1.ann1.run1_006360_1	Sp12g00621
OG0000059	wa7733.asm1v1.ann1.run1_009583_1	Sp01g01707
OG0000059	wa7733.asm1v1.ann1.run1_001564_1	Sp20g00335, Sp14g00575, Sp13g00044
OG0000059	wa7733.asm1v1.ann1.run1_002648_1	Sp01g00669
OG0000060	wa7733.asm1v1.ann1.run1_013525_1	Sp15g00054
OG0000060	wa7733.asm1v1.ann1.run1_010734_1	Sp12g00825
OG0000060	wa7733.asm1v1.ann1.run1_008032_1	Sp04g01118
OG0000060	wa7733.asm1v1.ann1.run1_006691_1	Sp03g00808
OG0000062	wa7733.asm1v1.ann1.run1_008121_1	Sp14g00053, Sp02g00071
OG0000062	wa7733.asm1v1.ann1.run1_005934_1	Sp06g00189
OG0000062	wa7733.asm1v1.ann1.run1_009938_1, wa7733.asm1v1.ann1.run1_009395_1	Sp13g00773
OG0000063	wa7733.asm1v1.ann1.run1_006064_1	Sp11g00306
OG0000063	wa7733.asm1v1.ann1.run1_010155_1	Sp14g00435
OG0000064	wa7733.asm1v1.ann1.run1_003177_1	Sp19g00056
OG0000064	wa7733.asm1v1.ann1.run1_003249_1	Sp12g00515
OG0000064	wa7733.asm1v1.ann1.run1_003182_1	Sp12g00518
OG0000065	wa7733.asm1v1.ann1.run1_008506_1, wa7733.asm1v1.ann1.run1_014352_1, wa7733.asm1v1.ann1.run1_014353_1, wa7733.asm1v1.ann1.run1_014351_1, wa7733.asm1v1.ann1.run1_014350_1, wa7733.asm1v1.ann1.run1_008507_1, wa7733.asm1v1.ann1.run1_014349_1, wa7733.asm1v1.ann1.run1_008508_1	Sp16g00333, Sp07g00038
OG0000066	wa7733.asm1v1.ann1.run1_010180_1	Sp07g00133
OG0000066	wa7733.asm1v1.ann1.run1_007364_1	Sp18g00645, Sp01g00090, Sp03g00254
OG0000067	wa7733.asm1v1.ann1.run1_001593_1, wa7733.asm1v1.ann1.run1_009560_1	Sp10g00788, Sp01g01030
OG0000067	wa7733.asm1v1.ann1.run1_001416_1	Sp09g00814, Sp02g00439
OG0000067	wa7733.asm1v1.ann1.run1_011705_1	Sp12g00253
OG0000068	wa7733.asm1v1.ann1.run1_015152_1, wa7733.asm1v1.ann1.run1_003563_1, wa7733.asm1v1.ann1.run1_013016_1, wa7733.asm1v1.ann1.run1_006677_1	Sp09g00983
OG0000069	wa7733.asm1v1.ann1.run1_009728_1	Sp14g00791
