OG0000009	g17254.t1	wa7733.asm1v1.ann1.run1_013703_1, wa7733.asm1v1.ann1.run1_001994_1, wa7733.asm1v1.ann1.run1_004113_1, wa7733.asm1v1.ann1.run1_003064_1, wa7733.asm1v1.ann1.run1_004688_1, wa7733.asm1v1.ann1.run1_014966_1, wa7733.asm1v1.ann1.run1_010974_1, wa7733.asm1v1.ann1.run1_008609_1, wa7733.asm1v1.ann1.run1_014234_1, wa7733.asm1v1.ann1.run1_002904_1, wa7733.asm1v1.ann1.run1_010965_1, wa7733.asm1v1.ann1.run1_002883_1, wa7733.asm1v1.ann1.run1_007797_1, wa7733.asm1v1.ann1.run1_008208_1, wa7733.asm1v1.ann1.run1_010794_1, wa7733.asm1v1.ann1.run1_002128_1, wa7733.asm1v1.ann1.run1_014769_1, wa7733.asm1v1.ann1.run1_011090_1, wa7733.asm1v1.ann1.run1_011156_1, wa7733.asm1v1.ann1.run1_013328_1, wa7733.asm1v1.ann1.run1_005484_1, wa7733.asm1v1.ann1.run1_013619_1, wa7733.asm1v1.ann1.run1_002427_1
OG0000010	g17523.t1, g17522.t1	wa7733.asm1v1.ann1.run1_011800_1
OG0000010	g18703.t1	wa7733.asm1v1.ann1.run1_013662_1, wa7733.asm1v1.ann1.run1_001831_1, wa7733.asm1v1.ann1.run1_013874_1, wa7733.asm1v1.ann1.run1_006693_1, wa7733.asm1v1.ann1.run1_011136_1, wa7733.asm1v1.ann1.run1_002826_1, wa7733.asm1v1.ann1.run1_014356_1, wa7733.asm1v1.ann1.run1_006754_1
OG0000010	g6983.t1	wa7733.asm1v1.ann1.run1_007959_1, wa7733.asm1v1.ann1.run1_012084_1
OG0000011	g7952.t1, g9027.t1, g19373.t1, g19374.t1	wa7733.asm1v1.ann1.run1_002735_1, wa7733.asm1v1.ann1.run1_002734_1, wa7733.asm1v1.ann1.run1_015014_1, wa7733.asm1v1.ann1.run1_002739_1, wa7733.asm1v1.ann1.run1_012240_1, wa7733.asm1v1.ann1.run1_012189_1, wa7733.asm1v1.ann1.run1_012192_1, wa7733.asm1v1.ann1.run1_012191_1, wa7733.asm1v1.ann1.run1_012190_1, wa7733.asm1v1.ann1.run1_013974_1, wa7733.asm1v1.ann1.run1_012450_1, wa7733.asm1v1.ann1.run1_009295_1, wa7733.asm1v1.ann1.run1_013769_1
OG0000012	g14655.t1, g14654.t1	wa7733.asm1v1.ann1.run1_015010_1, wa7733.asm1v1.ann1.run1_014314_1, wa7733.asm1v1.ann1.run1_014313_1, wa7733.asm1v1.ann1.run1_014311_1, wa7733.asm1v1.ann1.run1_014312_1, wa7733.asm1v1.ann1.run1_014675_1, wa7733.asm1v1.ann1.run1_014677_1, wa7733.asm1v1.ann1.run1_014935_1, wa7733.asm1v1.ann1.run1_014676_1, wa7733.asm1v1.ann1.run1_007837_1, wa7733.asm1v1.ann1.run1_015175_1, wa7733.asm1v1.ann1.run1_014873_1, wa7733.asm1v1.ann1.run1_004067_1, wa7733.asm1v1.ann1.run1_007838_1, wa7733.asm1v1.ann1.run1_015153_1, wa7733.asm1v1.ann1.run1_014936_1
OG0000013	g16650.t1	wa7733.asm1v1.ann1.run1_012991_1, wa7733.asm1v1.ann1.run1_012991_2
OG0000013	g10142.t1	wa7733.asm1v1.ann1.run1_000947_1
OG0000013	g11584.t1	wa7733.asm1v1.ann1.run1_000586_1
OG0000013	g15541.t1, g19185.t1	wa7733.asm1v1.ann1.run1_001292_1
OG0000013	g19231.t1, g901.t1	wa7733.asm1v1.ann1.run1_007501_1
OG0000014	g1329.t1, g1328.t1	wa7733.asm1v1.ann1.run1_014916_1
OG0000015	g9370.t1	wa7733.asm1v1.ann1.run1_004219_1
OG0000015	g12386.t1	wa7733.asm1v1.ann1.run1_000524_1
OG0000015	g1065.t1	wa7733.asm1v1.ann1.run1_004359_1
OG0000015	g19303.t1, g19302.t1, g19300.t1	wa7733.asm1v1.ann1.run1_009136_1
OG0000015	g6968.t1	wa7733.asm1v1.ann1.run1_003152_1, wa7733.asm1v1.ann1.run1_004360_1
OG0000015	g12379.t1, g17397.t1	wa7733.asm1v1.ann1.run1_002011_1
OG0000015	g10711.t1	wa7733.asm1v1.ann1.run1_003916_1
OG0000016	g13896.t1	wa7733.asm1v1.ann1.run1_003240_1
OG0000016	g13897.t1, g13901.t1	wa7733.asm1v1.ann1.run1_006345_1
OG0000016	g13888.t1, g13889.t1, g13891.t1, g13893.t1, g13890.t1, g13892.t1, g5107.t1	wa7733.asm1v1.ann1.run1_003953_1, wa7733.asm1v1.ann1.run1_003954_1, wa7733.asm1v1.ann1.run1_003233_1, wa7733.asm1v1.ann1.run1_003214_1
OG0000017	g35.t1	wa7733.asm1v1.ann1.run1_011147_1
OG0000017	g12797.t1	wa7733.asm1v1.ann1.run1_013625_1
OG0000017	g12011.t1	wa7733.asm1v1.ann1.run1_004812_1
OG0000017	g14936.t1	wa7733.asm1v1.ann1.run1_000738_1
OG0000017	g16174.t1	wa7733.asm1v1.ann1.run1_006758_1, wa7733.asm1v1.ann1.run1_006758_2
OG0000018	g12330.t1	wa7733.asm1v1.ann1.run1_000487_1
OG0000018	g5879.t1	wa7733.asm1v1.ann1.run1_006318_1, wa7733.asm1v1.ann1.run1_012462_1
OG0000018	g3549.t1	wa7733.asm1v1.ann1.run1_009537_1
OG0000018	g7858.t1, g5671.t1	wa7733.asm1v1.ann1.run1_006865_1
OG0000019	g15688.t1, g15687.t1	wa7733.asm1v1.ann1.run1_000259_1
OG0000019	g18521.t1, g2025.t1, g11926.t1, g15739.t1, g15737.t1, g15621.t1, g15717.t1, g15745.t1, g15743.t1, g15738.t1, g11930.t1, g15740.t1, g11924.t1, g11928.t1, g8902.t1	wa7733.asm1v1.ann1.run1_006153_1
OG0000019	g15703.t1	wa7733.asm1v1.ann1.run1_000360_1
OG0000020	g14665.t1	wa7733.asm1v1.ann1.run1_011448_1
OG0000020	g17948.t1, g17950.t1	wa7733.asm1v1.ann1.run1_001003_1
OG0000021	g15252.t1	wa7733.asm1v1.ann1.run1_010239_1, wa7733.asm1v1.ann1.run1_012957_1, wa7733.asm1v1.ann1.run1_003738_1, wa7733.asm1v1.ann1.run1_005176_1, wa7733.asm1v1.ann1.run1_005175_1, wa7733.asm1v1.ann1.run1_014336_1, wa7733.asm1v1.ann1.run1_005173_1, wa7733.asm1v1.ann1.run1_013664_1, wa7733.asm1v1.ann1.run1_014264_1, wa7733.asm1v1.ann1.run1_013167_1, wa7733.asm1v1.ann1.run1_013168_1, wa7733.asm1v1.ann1.run1_014037_1, wa7733.asm1v1.ann1.run1_003735_1, wa7733.asm1v1.ann1.run1_003751_1
OG0000023	g6786.t1	wa7733.asm1v1.ann1.run1_009191_1
OG0000023	g13310.t1	wa7733.asm1v1.ann1.run1_003589_1
OG0000023	g5066.t1	wa7733.asm1v1.ann1.run1_002500_1
OG0000023	g5869.t1	wa7733.asm1v1.ann1.run1_006307_1
OG0000023	g6716.t1	wa7733.asm1v1.ann1.run1_009200_1
OG0000024	g9164.t1	wa7733.asm1v1.ann1.run1_012312_1, wa7733.asm1v1.ann1.run1_012316_1
OG0000024	g776.t1	wa7733.asm1v1.ann1.run1_008892_1, wa7733.asm1v1.ann1.run1_008891_1, wa7733.asm1v1.ann1.run1_008890_1, wa7733.asm1v1.ann1.run1_008889_1, wa7733.asm1v1.ann1.run1_015106_1, wa7733.asm1v1.ann1.run1_008893_1, wa7733.asm1v1.ann1.run1_015201_1, wa7733.asm1v1.ann1.run1_007880_1, wa7733.asm1v1.ann1.run1_007881_1
OG0000025	g11908.t1, g11906.t1, g11914.t1, g11917.t1, g11903.t1, g11919.t1, g11916.t1, g11904.t1, g11912.t1, g11911.t1, g11910.t1, g11915.t1, g11907.t1, g11905.t1, g11901.t1	wa7733.asm1v1.ann1.run1_009720_1, wa7733.asm1v1.ann1.run1_015085_1, wa7733.asm1v1.ann1.run1_012966_1, wa7733.asm1v1.ann1.run1_015084_1, wa7733.asm1v1.ann1.run1_012015_1, wa7733.asm1v1.ann1.run1_012014_1, wa7733.asm1v1.ann1.run1_012971_1, wa7733.asm1v1.ann1.run1_012972_1, wa7733.asm1v1.ann1.run1_012969_1, wa7733.asm1v1.ann1.run1_012970_1, wa7733.asm1v1.ann1.run1_012968_1
OG0000026	g8962.t1	wa7733.asm1v1.ann1.run1_006159_1
OG0000026	g526.t1	wa7733.asm1v1.ann1.run1_010524_1
OG0000026	g15867.t1, g14911.t1	wa7733.asm1v1.ann1.run1_012889_1
OG0000026	g14155.t1	wa7733.asm1v1.ann1.run1_008173_1
OG0000027	g12189.t1	wa7733.asm1v1.ann1.run1_001926_1
OG0000027	g6226.t1	wa7733.asm1v1.ann1.run1_006799_1
OG0000027	g2525.t1	wa7733.asm1v1.ann1.run1_011084_1, wa7733.asm1v1.ann1.run1_007750_1
OG0000027	g13195.t1, g19308.t1, g5176.t1	wa7733.asm1v1.ann1.run1_003904_1
OG0000028	g3019.t1	wa7733.asm1v1.ann1.run1_013606_1
OG0000028	g6501.t1	wa7733.asm1v1.ann1.run1_010362_2, wa7733.asm1v1.ann1.run1_010362_1
OG0000028	g12853.t1	wa7733.asm1v1.ann1.run1_009987_2, wa7733.asm1v1.ann1.run1_009987_1
OG0000028	g10443.t1	wa7733.asm1v1.ann1.run1_003397_1
OG0000029	g14631.t1	wa7733.asm1v1.ann1.run1_006857_1, wa7733.asm1v1.ann1.run1_006395_1, wa7733.asm1v1.ann1.run1_002934_1, wa7733.asm1v1.ann1.run1_013396_1, wa7733.asm1v1.ann1.run1_000596_1, wa7733.asm1v1.ann1.run1_010101_1, wa7733.asm1v1.ann1.run1_009708_1, wa7733.asm1v1.ann1.run1_009664_1, wa7733.asm1v1.ann1.run1_004722_1, wa7733.asm1v1.ann1.run1_014495_1, wa7733.asm1v1.ann1.run1_005223_1, wa7733.asm1v1.ann1.run1_001210_1, wa7733.asm1v1.ann1.run1_006576_1, wa7733.asm1v1.ann1.run1_015200_1, wa7733.asm1v1.ann1.run1_005303_1, wa7733.asm1v1.ann1.run1_012942_1, wa7733.asm1v1.ann1.run1_004722_2, wa7733.asm1v1.ann1.run1_001237_1, wa7733.asm1v1.ann1.run1_004391_1, wa7733.asm1v1.ann1.run1_008885_1, wa7733.asm1v1.ann1.run1_007832_1
OG0000030	g17465.t1	wa7733.asm1v1.ann1.run1_012923_1
OG0000030	g1068.t1, g16087.t1	wa7733.asm1v1.ann1.run1_011342_1
OG0000030	g11477.t1, g2588.t1	wa7733.asm1v1.ann1.run1_010275_1
OG0000030	g7315.t1, g13978.t1, g18863.t1, g18904.t1	wa7733.asm1v1.ann1.run1_012789_1
OG0000031	g16109.t1	wa7733.asm1v1.ann1.run1_007465_1
OG0000031	g1085.t1	wa7733.asm1v1.ann1.run1_012407_1
OG0000031	g3187.t1	wa7733.asm1v1.ann1.run1_000001_1
OG0000031	g15029.t1	wa7733.asm1v1.ann1.run1_000806_1
OG0000031	g17420.t1	wa7733.asm1v1.ann1.run1_010604_1
OG0000032	g14868.t1	wa7733.asm1v1.ann1.run1_007544_1
OG0000032	g18277.t1, g18276.t1	wa7733.asm1v1.ann1.run1_001516_1
OG0000032	g18475.t1	wa7733.asm1v1.ann1.run1_013641_1
OG0000032	g4006.t1	wa7733.asm1v1.ann1.run1_001573_1
OG0000032	g9530.t1	wa7733.asm1v1.ann1.run1_001842_1, wa7733.asm1v1.ann1.run1_001842_2
OG0000033	g16748.t1	wa7733.asm1v1.ann1.run1_010473_1
OG0000033	g17146.t1	wa7733.asm1v1.ann1.run1_008863_1
OG0000033	g11404.t1	wa7733.asm1v1.ann1.run1_000674_1
OG0000033	g6110.t1	wa7733.asm1v1.ann1.run1_007124_1
OG0000033	g18348.t1	wa7733.asm1v1.ann1.run1_009501_1
OG0000033	g10970.t1	wa7733.asm1v1.ann1.run1_009076_1
OG0000034	g18771.t1, g18768.t1	wa7733.asm1v1.ann1.run1_008815_1, wa7733.asm1v1.ann1.run1_008817_1, wa7733.asm1v1.ann1.run1_008822_1, wa7733.asm1v1.ann1.run1_008819_1, wa7733.asm1v1.ann1.run1_013567_1, wa7733.asm1v1.ann1.run1_006597_1, wa7733.asm1v1.ann1.run1_005522_1, wa7733.asm1v1.ann1.run1_006596_1, wa7733.asm1v1.ann1.run1_008821_1
OG0000035	g7448.t1	wa7733.asm1v1.ann1.run1_012749_1
OG0000035	g5149.t1, g21.t1, g14166.t1, g15243.t1, g15242.t1, g14165.t1	wa7733.asm1v1.ann1.run1_010791_1, wa7733.asm1v1.ann1.run1_014500_1
OG0000036	g1859.t1	wa7733.asm1v1.ann1.run1_012093_1, wa7733.asm1v1.ann1.run1_003972_1, wa7733.asm1v1.ann1.run1_001863_1, wa7733.asm1v1.ann1.run1_004960_1, wa7733.asm1v1.ann1.run1_008776_1
OG0000036	g331.t1, g19305.t1	wa7733.asm1v1.ann1.run1_003143_1
OG0000037	g416.t1	wa7733.asm1v1.ann1.run1_004486_1
OG0000037	g414.t1	wa7733.asm1v1.ann1.run1_004488_1
OG0000037	g412.t1	wa7733.asm1v1.ann1.run1_002673_1
OG0000038	g13235.t1	wa7733.asm1v1.ann1.run1_012492_1
OG0000038	g11617.t1	wa7733.asm1v1.ann1.run1_000551_1
OG0000038	g4857.t1	wa7733.asm1v1.ann1.run1_003518_1
OG0000038	g16396.t1	wa7733.asm1v1.ann1.run1_001917_1
OG0000038	g15720.t1	wa7733.asm1v1.ann1.run1_000303_1
OG0000039	g2625.t1	wa7733.asm1v1.ann1.run1_003586_1, wa7733.asm1v1.ann1.run1_010786_1, wa7733.asm1v1.ann1.run1_003569_1, wa7733.asm1v1.ann1.run1_014865_1
OG0000039	g2624.t1	wa7733.asm1v1.ann1.run1_014203_1, wa7733.asm1v1.ann1.run1_014204_2, wa7733.asm1v1.ann1.run1_014204_1, wa7733.asm1v1.ann1.run1_003584_1
OG0000040	g2910.t1, g2919.t1	wa7733.asm1v1.ann1.run1_011402_1, wa7733.asm1v1.ann1.run1_009148_1, wa7733.asm1v1.ann1.run1_009146_1, wa7733.asm1v1.ann1.run1_009149_1, wa7733.asm1v1.ann1.run1_009147_1, wa7733.asm1v1.ann1.run1_009150_1, wa7733.asm1v1.ann1.run1_009154_1, wa7733.asm1v1.ann1.run1_007183_1, wa7733.asm1v1.ann1.run1_012527_1, wa7733.asm1v1.ann1.run1_009155_1
OG0000041	g5134.t1	wa7733.asm1v1.ann1.run1_003044_1
OG0000041	g4110.t1	wa7733.asm1v1.ann1.run1_009052_1
OG0000041	g9965.t1, g3434.t1	wa7733.asm1v1.ann1.run1_004916_1, wa7733.asm1v1.ann1.run1_001273_1
OG0000042	g11843.t1	wa7733.asm1v1.ann1.run1_007655_1
OG0000042	g6750.t1, g8825.t1, g1588.t1	wa7733.asm1v1.ann1.run1_006267_1
OG0000042	g9829.t1	wa7733.asm1v1.ann1.run1_007282_1
OG0000042	g10406.t1	wa7733.asm1v1.ann1.run1_003366_1
OG0000043	g14440.t1	wa7733.asm1v1.ann1.run1_011531_1
OG0000043	g15925.t1, g9193.t1	wa7733.asm1v1.ann1.run1_011858_2, wa7733.asm1v1.ann1.run1_011858_1, wa7733.asm1v1.ann1.run1_013789_1
OG0000043	g9863.t1	wa7733.asm1v1.ann1.run1_011532_1, wa7733.asm1v1.ann1.run1_013788_1
OG0000044	g11425.t1	wa7733.asm1v1.ann1.run1_008569_1
OG0000044	g5081.t1	wa7733.asm1v1.ann1.run1_002467_1
OG0000045	g15665.t1, g15666.t1	wa7733.asm1v1.ann1.run1_014174_1, wa7733.asm1v1.ann1.run1_014609_1, wa7733.asm1v1.ann1.run1_014709_1
OG0000045	g11870.t1, g11871.t1	wa7733.asm1v1.ann1.run1_009677_1, wa7733.asm1v1.ann1.run1_009676_1, wa7733.asm1v1.ann1.run1_009675_1, wa7733.asm1v1.ann1.run1_013595_1
OG0000046	g12989.t1	wa7733.asm1v1.ann1.run1_000201_1, wa7733.asm1v1.ann1.run1_000205_1
OG0000048	g12576.t1, g14501.t1, g12578.t1, g12579.t1, g5.t1	wa7733.asm1v1.ann1.run1_015104_1
OG0000048	g11578.t1, g11580.t1, g11583.t1, g11576.t1, g11574.t1	wa7733.asm1v1.ann1.run1_006116_1, wa7733.asm1v1.ann1.run1_007737_1
OG0000049	g1288.t1, g2374.t1, g2408.t1, g2938.t1, g2377.t1, g2376.t1, g17155.t1, g10098.t1, g10097.t1	wa7733.asm1v1.ann1.run1_013458_1, wa7733.asm1v1.ann1.run1_005048_1
OG0000050	g5895.t1	wa7733.asm1v1.ann1.run1_006342_1
OG0000050	g12507.t1	wa7733.asm1v1.ann1.run1_009634_1
OG0000050	g17338.t1	wa7733.asm1v1.ann1.run1_007664_1
OG0000051	g18886.t1, g18845.t1	wa7733.asm1v1.ann1.run1_012788_1
OG0000051	g15811.t1	wa7733.asm1v1.ann1.run1_013078_1
OG0000051	g5635.t1	wa7733.asm1v1.ann1.run1_009561_1
OG0000051	g15886.t1	wa7733.asm1v1.ann1.run1_011922_1
OG0000052	g7340.t1, g7344.t1, g7339.t1, g7343.t1, g7342.t1, g7341.t1, g7338.t1, g7337.t1	wa7733.asm1v1.ann1.run1_008200_1, wa7733.asm1v1.ann1.run1_010885_1, wa7733.asm1v1.ann1.run1_012671_1
OG0000052	g7336.t1	wa7733.asm1v1.ann1.run1_012672_1
OG0000053	g18518.t1	wa7733.asm1v1.ann1.run1_014537_1, wa7733.asm1v1.ann1.run1_014536_1, wa7733.asm1v1.ann1.run1_006915_1, wa7733.asm1v1.ann1.run1_015048_1, wa7733.asm1v1.ann1.run1_006914_1, wa7733.asm1v1.ann1.run1_015041_1, wa7733.asm1v1.ann1.run1_015047_1, wa7733.asm1v1.ann1.run1_006916_1, wa7733.asm1v1.ann1.run1_006917_1, wa7733.asm1v1.ann1.run1_014538_1, wa7733.asm1v1.ann1.run1_009429_1, wa7733.asm1v1.ann1.run1_009430_1
OG0000054	g16769.t1, g2303.t1	wa7733.asm1v1.ann1.run1_014426_1, wa7733.asm1v1.ann1.run1_010558_1
OG0000054	g16770.t1, g2304.t1, g2307.t1	wa7733.asm1v1.ann1.run1_010559_1
OG0000055	g11832.t1	wa7733.asm1v1.ann1.run1_007639_1
OG0000055	g8782.t1	wa7733.asm1v1.ann1.run1_003941_1
OG0000055	g2697.t1	wa7733.asm1v1.ann1.run1_011480_1
OG0000055	g11923.t1, g18540.t1	wa7733.asm1v1.ann1.run1_002822_1
OG0000056	g7180.t1	wa7733.asm1v1.ann1.run1_013801_1
OG0000056	g13632.t1, g12686.t1, g3207.t1	wa7733.asm1v1.ann1.run1_006200_1, wa7733.asm1v1.ann1.run1_006190_1, wa7733.asm1v1.ann1.run1_014815_1, wa7733.asm1v1.ann1.run1_006206_1
OG0000057	g5358.t1, g5360.t1	wa7733.asm1v1.ann1.run1_006449_1, wa7733.asm1v1.ann1.run1_006451_1, wa7733.asm1v1.ann1.run1_006448_1, wa7733.asm1v1.ann1.run1_006453_1
OG0000058	g16515.t1	wa7733.asm1v1.ann1.run1_013875_1
OG0000058	g7826.t1	wa7733.asm1v1.ann1.run1_014002_1, wa7733.asm1v1.ann1.run1_007907_1
OG0000058	g12878.t1	wa7733.asm1v1.ann1.run1_004635_1
OG0000059	g10516.t1	wa7733.asm1v1.ann1.run1_006360_1, wa7733.asm1v1.ann1.run1_009583_1, wa7733.asm1v1.ann1.run1_001564_1, wa7733.asm1v1.ann1.run1_002648_1
OG0000060	g18757.t1	wa7733.asm1v1.ann1.run1_013525_1
OG0000060	g14210.t1	wa7733.asm1v1.ann1.run1_010734_1
OG0000060	g10689.t1	wa7733.asm1v1.ann1.run1_008032_1
OG0000060	g16538.t1	wa7733.asm1v1.ann1.run1_006691_1
OG0000062	g17357.t1	wa7733.asm1v1.ann1.run1_008121_1
OG0000062	g3320.t1	wa7733.asm1v1.ann1.run1_002975_1
OG0000062	g7979.t1	wa7733.asm1v1.ann1.run1_005934_1
OG0000062	g205.t1	wa7733.asm1v1.ann1.run1_009938_1, wa7733.asm1v1.ann1.run1_009395_1
OG0000063	g655.t1, g15777.t1	wa7733.asm1v1.ann1.run1_006064_1
OG0000063	g12123.t1	wa7733.asm1v1.ann1.run1_012919_1, wa7733.asm1v1.ann1.run1_010155_1, wa7733.asm1v1.ann1.run1_010156_1
OG0000064	g19260.t1	wa7733.asm1v1.ann1.run1_003177_1
OG0000065	g2142.t1	wa7733.asm1v1.ann1.run1_008506_1, wa7733.asm1v1.ann1.run1_014352_1, wa7733.asm1v1.ann1.run1_014353_1, wa7733.asm1v1.ann1.run1_014351_1, wa7733.asm1v1.ann1.run1_014350_1, wa7733.asm1v1.ann1.run1_008507_1, wa7733.asm1v1.ann1.run1_014349_1, wa7733.asm1v1.ann1.run1_008508_1
OG0000066	g2230.t1	wa7733.asm1v1.ann1.run1_010180_1
OG0000066	g4800.t1, g17091.t1	wa7733.asm1v1.ann1.run1_007364_1
OG0000066	g14505.t1	wa7733.asm1v1.ann1.run1_000930_1
OG0000067	g5634.t1, g3978.t1	wa7733.asm1v1.ann1.run1_001593_1, wa7733.asm1v1.ann1.run1_009560_1
OG0000067	g10273.t1, g17717.t1	wa7733.asm1v1.ann1.run1_001416_1
OG0000067	g13701.t1	wa7733.asm1v1.ann1.run1_011705_1
OG0000068	g10113.t1	wa7733.asm1v1.ann1.run1_015152_1, wa7733.asm1v1.ann1.run1_003563_1, wa7733.asm1v1.ann1.run1_013016_1, wa7733.asm1v1.ann1.run1_006677_1
OG0000069	g12561.t1	wa7733.asm1v1.ann1.run1_009728_1
OG0000069	g9211.t1	wa7733.asm1v1.ann1.run1_008549_1, wa7733.asm1v1.ann1.run1_012725_1, wa7733.asm1v1.ann1.run1_008548_1, wa7733.asm1v1.ann1.run1_012723_1, wa7733.asm1v1.ann1.run1_008552_1, wa7733.asm1v1.ann1.run1_008547_1
